Control Number,File Name,File Extension,File Type Category,File Size (bytes),MD5 Hash,SHA256 Hash,Custodian,Custodian Email,Custodian Department,Custodian Org,Narrative Phase,Narrative Phase Name,Processing Folder Path,Virtual Path,Container ID,Container Name,Level,Primary Date,Sort Date,Language,Has Images,Has Natives,OCR Flag,Supported by Viewer,Extracted Text Preview,Images?,OCR Required?,Native Produced?,Redactable?,Analytics Eligible?,Dedup Method,Workflow Stage,Cull Reason,Processing Status,Processing Error Type,Duplicate Spare,ECA Exclusion Reason,Batch Name,Batch Status,Reviewer,Date First Assigned,Responsiveness,Privilege,Privilege Reason,Hot Doc,Issue Tags,Bates Begin,Bates End,Page Count,Production Set,Bates Prefix,Redacted,Redaction Reason,TAR Score,AL Predicted Relevant,Email From,Email From SMTP,Email To,Email To SMTP,Email CC,Email CC SMTP,Email BCC,Email BCC SMTP,Email Subject,Message ID,In Reply To,Date Sent,Date Received,Conversation Topic,Conversation Index,Has Attachments,Attachment Count,Email Thread ID,Email Threading Inclusive,Importance,Parent Document ID,Family ID,Author,Last Modified By,Date Created,Date Last Modified,Title,Company,Word Count,Slide Count,Sheet Names,PDF Author,PDF Creator,PDF Producer,PDF Page Count,Is Encrypted,Is Form,Rsmf/Application,Rsmf/Participants,Rsmf/MessageCount,Rsmf/BeginDate,Rsmf/EndDate,Rsmf/EventCollectionId,Rsmf/HasPlaceholders,Camera Make,Camera Model,Date Taken,GPS Latitude,GPS Longitude,GPS Altitude,GoogleDrive/DocID,GoogleDrive/DocumentType,GoogleDrive/SharedDriveID,Record Type
DOC-0000934,DOC-0000934.docx,docx,Office - Word (DOCX),454042,6cd449022f1f918128aeac669795795d,02dd8c6b83cf176eb0ede2f5d4af795e83c4e6f471a05d6c6f5aeff36ea84a38,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2016\11,Mallinckrodt\Thomas_Bradley\Office - Word (DOCX)\DOC-0000934.docx,,,1,2016-11-04 00:00:00,2016-11-04 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Internal Investigation Findings — SOM Override Review — Thomas Bradley 2016-11-04,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0002,Not Started,Sam Rivera,2018-12-28,Non-Responsive,,,No,,,,6,,MNK,No,,29.24,No,,,,,,,,,,,,,,,,No,0,,,,,,Thomas Bradley,Thomas Bradley,2016-11-04,2016-11-22,Internal Investigation Findings — SOM Override Review,Mallinckrodt Inc.,5928,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0001425,DOC-0001425.zip,zip,Container - ZIP,94849526,bfc6cf2bda030e73ae96ec12bde198a1,e7355bf212133d641eb8a9b5d233d02af4479d5e2397560fe0986ed751f5d47b,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,3,Crisis,\\Collection\James_Whitfield\2016\10,Mallinckrodt\James_Whitfield\Container - ZIP\DOC-0001425.zip,,,0,2016-10-31 00:00:00,2016-10-31 00:00:00,English,No,No,No,Yes,[Container - ZIP]  — James Whitfield 2016-10-31,No,No,No,No,No,N/A,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,4,,MNK,No,,21.91,No,,,,,,,,,,,,,,,,No,0,,,,,,,,2016-10-31,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Container
DOC-0000107,FW: Cardinal Health — Order Anomaly Aler.msg,msg,Email - MSG,78300,370b9a290a530df99a72083cb266986c,f7e9101d3f8b4433b60e695c1759ba9625f88c7453ea4919db4862c2d5ff2a1f,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2013\11,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000107.msg,,,1,2013-11-18 00:00:00,2013-11-18 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: Cardinal Health — Order Anomaly Alert — Northwest Pharmacy Cluster — Michael Brennan 2013-11-18,Yes,No,Yes,Image Only,Yes,MD5,Review: Queued,,Complete,,No,,,,,,,,,No,,,,3,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,DEA Diversion Control,diversion@dea.gov,,,,,RE: CONFIDENTIAL — Response to Cardinal Health Fraud Investigation Inquiry,<657046ea5b11f51f.837217e0@mallinckrodt.com>,<f296d9f0cd2372c2.9e3d750d@mallinckrodt.com>,2013-11-18 00:00:00,2013-11-18 00:26:00,FW: Cardinal Health — Order Anomaly Alert — Northwest Pharmacy Cluster,429a4a7c4c80d33aad5be3c80c880714,No,0,THR-000109,No,Normal,DOC-0000046,FAM-000285,,,2013-11-18,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000695,FW: Internal Investigation Update — SOM .eml,eml,Email - EML,33605,e00c04a33826ad580e98686d051852dc,2b080b7ebec094b8b02d25b4bcccd4b3055c1cac68ea0d226c1877826e96f611,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\06,Mallinckrodt\Sarah_Chen\Email - EML\DOC-0000695.eml,,,1,2016-06-07 00:00:00,2016-06-07 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] FW: Internal Investigation Update — SOM Override Findings — Sarah Chen 2016-06-07,Yes,No,Yes,Image Only,Yes,MD5,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,1,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Gregory Nash,gregory.nash@mallinckrodt.com,,,,,FW: Internal Investigation Update — SOM Override Findings,<008ba779b4cb8396.0ff8a84c@mallinckrodt.com>,,2016-06-07 00:00:00,2016-06-07 00:23:00,FW: Internal Investigation Update — SOM Override Findings,325b7c88efadd4b5590bbfbc0160c1c4,No,0,,Yes,Normal,,FAM-000001,,,2016-06-07,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000880,DOC-0000880.docx,docx,Office - Word (DOCX),359759,0f0af0b761d514548b25c717ebb848a7,e23e12f0b3af11a9daef38021950555f7b057bd0c9863afd52ecc7ed14703aa5,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2015\03,Mallinckrodt\Gregory_Nash\Office - Word (DOCX)\DOC-0000880.docx,,,1,2015-03-03 00:00:00,2015-03-03 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Internal Investigation Findings — SOM Override Review — Gregory Nash 2015-03-03,Yes,No,Yes,Image Only,Yes,SHA256,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,7,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Gregory Nash,Gregory Nash,2015-03-03,2015-03-05,Internal Investigation Findings — SOM Override Review,Mallinckrodt Inc.,6677,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000365,RE: Q2 2014 Territory Quota — Variance A.msg,msg,Email - MSG,92542,f727ee901ba168b8a3840e2b60b61367,730350cae9926bade6335f588b7fa47eadc5efc7a07bf99be08c82ea461fe028,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,2,Pressure,\\Collection\Thomas_Bradley\2014\06,Mallinckrodt\Thomas_Bradley\Email - MSG\DOC-0000365.msg,,,1,2014-06-16 00:00:00,2014-06-16 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Q2 2014 Territory Quota — Variance Analysis — Thomas Bradley 2014-06-16,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,QC R-0003,Completed,Taylor Kim,2018-11-01,Responsive,,,No,Speaker Bureau Payments; McKinsey Strategy,MNK00000454,MNK00000455,2,VOL001,MNK,No,,82.8,Yes,Thomas Bradley,thomas.bradley@mallinckrodt.com,Sarah Chen,sarah.chen@mallinckrodt.com,,,,,RE: Q2 2014 Territory Quota — Variance Analysis,<f5538cd3fcc1c48c.e0479ecb@mallinckrodt.com>,,2014-06-16 00:00:00,2014-06-16 00:24:00,RE: Q2 2014 Territory Quota — Variance Analysis,e90b365143eb4ff02cc9abb686e35e9b,No,0,,Yes,Normal,,FAM-000153,,,2014-06-16,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001089,DOC-0001089.xlsx,xlsx,Office - Excel (XLSX),3993141,8b51fdb5896496a940459b31263059b7,76242c71de49531a3e8b8467120c108eb964502130ff1f0f649431d1d61dcbb1,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,2,Pressure,\\Collection\Patricia_Morrison\2013\12,Mallinckrodt\Patricia_Morrison\Office - Excel (XLSX)\DOC-0001089.xlsx,,,1,2015-07-28 00:00:00,2015-07-28 00:00:00,English,No,Yes,No,Yes,[Office - Excel (XLSX)] Sales Incentive Acceleration Plan — 2015 — Patricia Morrison 2013-12-01,Yes,No,Yes,Image Only,Yes,SHA256,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,5,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000544,FAM-000231,Patricia Morrison,Patricia Morrison,2013-12-01,2013-12-08,Sales Incentive Acceleration Plan — 2015,Mallinckrodt Inc.,,,Sheet1; Sheet2,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000263,CONFIDENTIAL — Response to Cardinal Heal.msg,msg,Email - MSG,283263,427f66355f7b8b00d77203300f589a93,f0fbdb65a6a5790ac1ade98a0c3838a51fb235c45abec3fa81eb7abba08262df,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2015\08,Mallinckrodt\Thomas_Bradley\Email - MSG\DOC-0000263.msg,,,1,2015-08-07 00:00:00,2015-08-07 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] CONFIDENTIAL — Response to Cardinal Health Fraud Investigation Inquiry — Thomas Bradley 2015-08-07,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,5,,MNK,No,,41.79,No,Thomas Bradley,thomas.bradley@mallinckrodt.com,James Whitfield,james.whitfield@mallinckrodt.com,,,,,RE: LEGAL HOLD NOTICE — Opioid Litigation — Immediate Action Required,<72e06bb41fef9a77.4c472ded@mallinckrodt.com>,<6b90a95b300a491a.b24a4a6d@mallinckrodt.com>,2015-08-07 00:00:00,2015-08-07 00:24:00,CONFIDENTIAL — Response to Cardinal Health Fraud Investigation Inquiry,740173c10155aa51bca2c581928b1e4b,No,0,THR-000150,No,Normal,DOC-0000346,FAM-000326,,,2015-08-07,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000806,DOC-0000806.pst,pst,Email Container - PST,2210959314,6e97b81cd726869bc4c467dec3182415,7ba3c9348ef297739ae91610f70742ddb8470eb8816e49e90ae5f73f7cc51149,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2015\09,Mallinckrodt\Gregory_Nash\Email Container - PST\DOC-0000806.pst,,,0,2015-09-27 00:00:00,2015-09-27 00:00:00,English,No,No,No,Yes,[Email Container - PST]  — Gregory Nash 2015-09-27,No,No,No,No,No,N/A,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,1,,MNK,No,,32.77,No,,,,,,,,,,,,,,,,No,0,,,,,,,,2015-09-27,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Container
DOC-0000597,RE: Crisis Communications Plan — Opioid .msg,msg,Email - MSG,75380,be19b37aa966544f57cad887b9167c61,ecec73f232acf0223fa916f9eeb1ecb97008f9e0c28c36b88776b75fecef93a2,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2015\05,Mallinckrodt\Thomas_Bradley\Email - MSG\DOC-0000597.msg,,,1,2015-05-23 00:00:00,2015-05-23 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Crisis Communications Plan — Opioid Media Inquiries — Thomas Bradley 2015-05-23,Yes,No,Yes,Image Only,Yes,MD5,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,1,,MNK,No,,,,Thomas Bradley,thomas.bradley@mallinckrodt.com,Bradley Tevelow,bradley.tevelow@mckinsey.com,,,,,RE: Congressional Inquiry — Opioid Distribution Practices,<bf2c857e9f7b3992.bacc5ea6@mallinckrodt.com>,<c6fc40c303cc0a33.55c5e74b@mallinckrodt.com>,2015-05-23 00:00:00,2015-05-23 00:04:00,RE: Crisis Communications Plan — Opioid Media Inquiries,9266facc4b2a2bb4097a575d36ce8d27,No,0,THR-000107,No,Normal,DOC-0000577,FAM-000283,,,2015-05-23,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000845,DOC-0000845.docx,docx,Office - Word (DOCX),601641,662e922797fb450f3ce0279826a3da0d,aafb8006c94e5103a1b0511aef8708461d50f0982e2f22521bd8a01dae66f964,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,3,Crisis,\\Collection\Patricia_Morrison\2015\06,Mallinckrodt\Patricia_Morrison\Office - Word (DOCX)\DOC-0000845.docx,,,1,2016-03-25 00:00:00,2016-03-25 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Internal Investigation Findings — SOM Override Review — Patricia Morrison 2015-06-21,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,Privileged,Attorney-Client Communication,No,Speaker Bureau Payments,,,3,,MNK,No,,10.21,No,,,,,,,,,,,,,,,,No,0,,,,DOC-0000170,FAM-000178,Patricia Morrison,Patricia Morrison,2015-06-21,2015-07-10,Internal Investigation Findings — SOM Override Review,Mallinckrodt Inc.,428,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000801,DOC-0000801.pst,pst,Email Container - PST,3894844156,9e80e9b9ccff0bdeb7e3602d45708ada,ebfcc1821df1f3f8aa998c569a2ed9053fb65c7e5da17dc9ab489f7a64745dce,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,2,Pressure,\\Collection\Gregory_Nash\2013\04,Mallinckrodt\Gregory_Nash\Email Container - PST\DOC-0000801.pst,,,0,2013-04-08 00:00:00,2013-04-08 00:00:00,English,No,No,No,Yes,[Email Container - PST]  — Gregory Nash 2013-04-08,No,No,No,No,No,N/A,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,3,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2013-04-08,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Container
DOC-0000509,FW: DEA Administrative Subpoena — Produc.msg,msg,Email - MSG,35944,d6e9fa04df044782c1e6206862d70bec,996e782f9aeeb3e9aea398c6ec677b258f6875a3b1fbe01296ed79efb03e5eb4,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2016\12,Mallinckrodt\Thomas_Bradley\Email - MSG\DOC-0000509.msg,,,1,2016-12-22 00:00:00,2016-12-22 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: DEA Administrative Subpoena — Production Deadline May 2015 — Thomas Bradley 2016-12-22,Yes,No,Yes,Image Only,Yes,MD5,Review: Queued,,Complete,,No,,,,,,,,,No,,,,4,,MNK,No,,,,Thomas Bradley,thomas.bradley@mallinckrodt.com,Robert Ashton,robert.ashton@mallinckrodt.com,,,,,RE: mployee Disclosure — Cooperation with Investigators,<c92b3dc3a937dfd6.92f0e28e@mallinckrodt.com>,<e1ea7e7a40aa3ee9.c5bbed6c@mallinckrodt.com>,2016-12-22 00:00:00,2016-12-22 00:11:00,FW: DEA Administrative Subpoena — Production Deadline May 2015,174af825564a90627825e2f02323f3de,No,0,THR-000117,No,High,DOC-0000786,FAM-000293,,,2016-12-22,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000361,FW: Internal Investigation Update — SOM .msg,msg,Email - MSG,23696,808f8cb9659d12db268f090a3649f585,190a40d65ea9f25945c8624970fbb28e0d9bb3b5556ff3c182077e016e4c1501,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\04,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000361.msg,,,1,2015-04-23 00:00:00,2015-04-23 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: Internal Investigation Update — SOM Override Findings — Michael Brennan 2015-04-23,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Not Sure,,,No,,,,1,,MNK,No,,35.0,No,Michael Brennan,michael.brennan@mallinckrodt.com,Dr. Alec Harrington,alec.harrington@insysrx.com,,,,,FW: Internal Investigation Update — SOM Override Findings,<a60c13290c941263.61ecff07@mallinckrodt.com>,,2015-04-23 00:00:00,2015-04-23 00:04:00,FW: Internal Investigation Update — SOM Override Findings,31a580d76c2ec07eed92b753bb647511,No,0,THR-000089,No,Normal,,FAM-000265,,,2015-04-23,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000897,DOC-0000897.docx,docx,Office - Word (DOCX),575880,286e3525714faa8817349175999fc68a,d447c810238aa95499a93fad282f77e5f386fc844ba548a87c4166be1965befc,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,2,Pressure,\\Collection\James_Whitfield\2014\07,Mallinckrodt\James_Whitfield\Office - Word (DOCX)\DOC-0000897.docx,,,1,2014-07-05 00:00:00,2014-07-05 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Sales Incentive Acceleration Plan — 2014 — James Whitfield 2014-07-05,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,20,,MNK,No,,83.39,Yes,,,,,,,,,,,,,,,,No,0,,,,,,James Whitfield,James Whitfield,2014-07-05,2014-07-09,Sales Incentive Acceleration Plan — 2014,Mallinckrodt Inc.,416,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0001279,DOC-0001279.rsmf,rsmf,Chat - Teams (RSMF),618833,39edeb7a4d738fb7a21821b2cab4f0e6,b620e349bd2816675d428a457f0fc5c19982af3b998992f84d30ef2c4b63e19a,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2013\09,Mallinckrodt\Sarah_Chen\Chat - Teams (RSMF)\DOC-0001279.rsmf,DOC-0000808,DOC-0000808.mbox,1,2013-09-06 00:00:00,2013-09-06 00:00:00,English,No,Yes,No,Yes,[Chat - Teams (RSMF)]  — Sarah Chen 2013-09-06,Yes,No,No,Image Only,Yes,EventCollectionId,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,2,,MNK,No,,5.66,No,,,,,,,,,,,,,,,,No,0,,,,,,,,2013-09-06,,,Mallinckrodt Inc.,,,,,,,,No,,Teams,Sarah Chen; Thomas Bradley; James Whitfield; Lisa Torres,8,2013-09-06 00:00:00,2013-09-06 06:00:00,c00058950670443c,Yes,,,,,,,,,,EDoc
DOC-0000089,RE: Congressional Inquiry — Opioid Distr.msg,msg,Email - MSG,188852,0649bcf6ff69723d584fc85b2697384d,1db6b84415fa9483f633cc2deba900e16a7d5d964ba172331ac3bf317b96e2d1,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2016\11,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000089.msg,,,1,2016-11-24 00:00:00,2016-11-24 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Congressional Inquiry — Opioid Distribution Practices — Michael Brennan 2016-11-24,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0002,Not Started,Sam Rivera,2018-12-28,Responsive,Privileged,Attorney-Client Communication,No,SOM Override,,,5,,MNK,No,,74.39,Yes,Michael Brennan,michael.brennan@mallinckrodt.com,Lisa Torres,lisa.torres@mallinckrodt.com,,,,,RE: SOM Flag — Walgreens — Business Justification Required,<f0d0270fd4d13d55.baeb286b@mallinckrodt.com>,<004f5362244f4ce3.e983c62e@mallinckrodt.com>,2016-11-24 00:00:00,2016-11-24 00:13:00,RE: Congressional Inquiry — Opioid Distribution Practices,57d337d34fd80bbb592c11072444d301,No,0,THR-000133,Yes,High,DOC-0000332,FAM-000309,,,2016-11-24,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000687,RE: Ohio AG Subpoena — Opioid Sales Prac.eml,eml,Email - EML,58839,eb10052aceadfe1b6a7a4ce68d843ad9,e6184043f9db00b0e40f1972ea94a772ab6b897b0ccc941d9d3b9ac6be24af96,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2016\04,Mallinckrodt\Thomas_Bradley\Email - EML\DOC-0000687.eml,,,1,2016-04-07 00:00:00,2016-04-07 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination — Thomas Bradley 2016-04-07,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0002,Not Started,Sam Rivera,2018-12-28,Responsive,,,No,DEA Correspondence,MNK00000456,MNK00000458,3,VOL001,MNK,No,,99.53,Yes,Thomas Bradley,thomas.bradley@mallinckrodt.com,FDA CDER,cder@fda.hhs.gov,,,,,RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination,<745483ed12ed553c.dae5108b@mallinckrodt.com>,,2016-04-07 00:00:00,2016-04-07 00:08:00,RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination,7c175917d30a835ddcea8b590caaf782,No,0,THR-000005,No,Normal,,FAM-000181,,,2016-04-07,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000622,FW: Internal Investigation Update — SOM .eml,eml,Email - EML,196375,cae322c36896a57bb7e11681fe84f0fe,25b3cc2e137de4056ccc0672cfde82ada37ae6562a031bf9da4d4948435bfa43,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2016\02,Mallinckrodt\Thomas_Bradley\Email - EML\DOC-0000622.eml,DOC-0000802,DOC-0000802.pst,1,2016-02-10 00:00:00,2016-02-10 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] FW: Internal Investigation Update — SOM Override Findings — Thomas Bradley 2016-02-10,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Not Sure,,,No,,,,3,,MNK,No,,4.08,No,Thomas Bradley,thomas.bradley@mallinckrodt.com,Ohio AG Office,inquiry@ag.state.us,,,,,RE: SOM Policy Exception Request — Walgreens — November 2013,<1c6472c8bafe90d2.eb65c70d@mallinckrodt.com>,<e713f93053958e5c.622c636f@mallinckrodt.com>,2016-02-10 00:00:00,2016-02-10 00:30:00,FW: Internal Investigation Update — SOM Override Findings,875cf0673432327f0db04a2c2a24cab7,No,0,THR-000132,Yes,Normal,DOC-0000306,FAM-000308,,,2016-02-10,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000199,FW: District Manager Coaching — Volume A.msg,msg,Email - MSG,181790,277e0fbc6acff20fd707cb6d5c3bd3b5,125df20602f865f8226001c62023fd4bab89736bdf6b9b3fff59477849d93a08,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,2,Pressure,\\Collection\James_Whitfield\2014\12,Mallinckrodt\James_Whitfield\Email - MSG\DOC-0000199.msg,,,1,2014-12-21 00:00:00,2014-12-21 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: District Manager Coaching — Volume Acceleration — Gulf Coast — James Whitfield 2014-12-21,Yes,No,Yes,Image Only,Yes,MD5,Review: Queued,,Complete,,No,,,,,,,,,No,,,,4,,MNK,No,,,,James Whitfield,james.whitfield@mallinckrodt.com,Dr. Alec Harrington,alec.harrington@insysrx.com,,,,,FW: District Manager Coaching — Volume Acceleration — Gulf Coast,<04056d2ba5fcd671.24dcea07@mallinckrodt.com>,,2014-12-21 00:00:00,2014-12-21 00:07:00,FW: District Manager Coaching — Volume Acceleration — Gulf Coast,a86de2517c98756fe288109db8a9b014,No,0,,Yes,High,,FAM-000038,,,2014-12-21,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001186,DOC-0001186.pdf,pdf,PDF - Text,965197,1bac1c4a7e3f3a28077ec64e0f2c0147,06c3fc60c8069cd002476f89d19c5dbc85ddc103517a8221ae62498fbe0020f6,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Robert_Ashton\2013\05,Mallinckrodt\Robert_Ashton\PDF - Text\DOC-0001186.pdf,,,1,2013-05-21 00:00:00,2013-05-21 00:00:00,English,Yes,Yes,No,Yes,[PDF - Text]  — Robert Ashton 2013-05-21,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,,,No,DEA Correspondence; Sales Incentives,MNK00000459,MNK00000473,15,VOL001,MNK,No,,84.77,Yes,,,,,,,,,,,,,,,,No,0,,,,,,,,2013-05-21,,,Mallinckrodt Inc.,,,,Robert Ashton,Nuance PDF,Adobe PDF Library,15,No,No,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000011,RE: Crisis Communications Plan — Opioid .msg,msg,Email - MSG,255273,b41b31438b10550cd5704f32702cdd20,0200b1f08768a84fa76afde6ce9e1a11fcbb4e59fbddcf7c9c96e9ec4d71c366,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2015\03,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000011.msg,,,1,2015-03-16 00:00:00,2015-03-16 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Crisis Communications Plan — Opioid Media Inquiries — Sarah Chen 2015-03-16,Yes,No,Yes,Image Only,Yes,MD5,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,3,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Gregory Nash,gregory.nash@mallinckrodt.com,,,,,RE: Crisis Communications Plan — Opioid Media Inquiries,<d12dbc9aaaf91531.8dfa6a56@mallinckrodt.com>,,2015-03-16 00:00:00,2015-03-16 00:29:00,RE: Crisis Communications Plan — Opioid Media Inquiries,1a84a51aa9d3d7c7ee87905e4ca415ea,No,0,,Yes,Normal,,FAM-000156,,,2015-03-16,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
